postal_code,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
NC,0.39040941579659755,0.8337362017676195,0.059615120874870316,0.5958229687816641,-0.9997836640485928,0.28661979998222786,0.39939827841869924,-0.9929400910466569,0.3361416810327486,-0.882216786421219,0.4386125798588041,-0.5063216840810773,0.7218032731498181,0.5012520963430781,-0.2960138818768174,0.6344419111058351,0.33707824320848145,0.49364516408798115,0.5799098731534009,0.510176690144529,0.4047943236353846,0.3967848557548923,0.796461153977681,0.43385804575760495,0.615089751825369,0.5779622211512953,0.4496111937914143,1.0,0.4705405699875448,0.3240397983024664,0.34322121634097147,0.6454736743120698,0.7114802801638431,-0.05788308130221239,-0.037033710592163704,0.15656738749434077,0.515737486939369,0.5668912023404895,0.7910545439913048,0.5205298098377105,0.7952043623521605,0.48069596829918415,0.6788276860310349,0.6478408808127705,0.7216124038785168,0.5237974720813692,0.3902875505491639,0.9335899270148278,0.5961579215537985,0.5162129009957435,0.37817260914397094
ND,0.8297040482756496,0.5643758409313918,0.028051332956337858,0.7897321765720176,-0.47043877514566085,0.6091287728703493,0.8488073162942598,-0.4738861631536587,0.714373430205277,-0.41511878953522047,0.9321461481427928,-0.9293312626764711,0.3396377235667909,0.9387303782276591,-0.13928654070254343,0.7416606024141602,0.7163638264335079,0.9531959476537717,0.27287112225500604,0.9223090334727844,0.8602750739348565,0.8432532305671223,0.5907891020642679,0.9220417397145779,0.764994976084623,0.27195467297179793,0.955520570316212,0.4705405699875448,1.0,0.6886543243466631,0.7294189666792313,0.3037215506227562,0.33478033656319284,-0.027236338068578416,-0.017425863290790485,0.0736713077530479,0.912364491439154,0.8300368184315656,0.37222325602090595,0.90396469346155,0.591722822792015,0.9788735521382226,0.6931664392457211,0.7263212062153478,0.6520682951934959,0.8983253930527728,0.8294450583920847,0.4392919363921874,0.2805164882105144,0.9115242356010486,0.8036982000382691
NE,0.8299999569459421,0.3886598634141874,0.01931767174407013,0.5438524784720223,-0.3239696968444068,0.8845203628805193,0.811319967590765,-0.3263437555038154,0.9639976729660515,-0.28587334953098187,0.7387836400104612,-0.6399879927926965,0.2338929870455271,0.6464607343620561,-0.09592027857809401,0.5107477810500626,0.9613192332382282,0.6564225113014853,0.1879138783302369,0.6351521042850241,0.8005047980720766,0.816663724944777,0.4068494699134402,0.7468797720153526,0.5268170983841477,0.1872827615683112,0.7207111450450152,0.3240397983024664,0.6886543243466631,1.0,0.9441135421551289,0.20915915923363496,0.230547926480474,-0.018756421990294165,-0.01200039611067664,0.05073406466441028,0.6283037524099174,0.5716084443798436,0.25633315488119196,0.622519195209002,0.40749248073033534,0.6741055046685657,0.47735206587854434,0.5001842395248837,0.4490496512543573,0.6186356665962078,0.8302591200936797,0.3025202916470991,0.19317889265671045,0.6277251065934486,0.8568568702951829
NH,0.879131502606456,0.41166644271089803,0.020461174298987028,0.5760456281885012,-0.3431469652525912,0.8350876529074671,0.859345758073509,-0.34566155545112737,0.9793732584957984,-0.30279551851191383,0.7825156689565527,-0.6778718493241769,0.24773819736937502,0.6847277424772231,-0.10159824459157392,0.540981310239633,0.9821020005756657,0.6952792031804449,0.19903737203184874,0.6727497021546389,0.8478903885275955,0.8650058372010827,0.43093277635306926,0.7910910485516915,0.558001844970449,0.19836889654267711,0.7633733792228498,0.34322121634097147,0.7294189666792313,0.9441135421551289,1.0,0.22154025961346466,0.2441951271604494,-0.01986670157010868,-0.012710755195061945,0.05373724917513584,0.6654959645803702,0.6054445984060693,0.2715067027807482,0.6593689926192319,0.4316138499614695,0.7140089349102909,0.505608747851336,0.5297924637148118,0.47563098208432775,0.6552555799422679,0.8794060068224914,0.32042787031370795,0.2046140469670002,0.6648830660351931,0.907578201176137
NJ,0.25199900010025844,0.5381547695619345,0.09235871770976047,0.3845880408990263,-0.6456133436890179,0.18500553542511913,0.25780107428483284,-0.6409166889396467,0.216970605945644,-0.7316497308223797,0.28311287352095843,-0.3268173178076879,0.8942515202173303,0.3235450323831942,-0.4585994652567385,0.40951555149905494,0.217575132174436,0.31863495787025375,0.8984252901893401,0.3293056227359595,0.2612840794176008,0.2561141787554949,0.5140947075048049,0.28004394692501533,0.39702424214242,0.8954078905964267,0.2902121892683802,0.6454736743120698,0.3037215506227562,0.20915915923363496,0.22154025961346466,1.0,0.9072263733907382,-0.08967535564312949,-0.05737447097533968,0.24256200326249788,0.33289497067522766,0.36591334730990277,0.8159660787172783,0.33598828894490995,0.5132834815964356,0.3102765928850726,0.43816540072721216,0.41816423370778666,0.4657818097606315,0.3380974788997352,0.2519203392912265,0.6913888588922382,0.9235975769099635,0.3332018379330152,0.24410046354834114
NM,0.27776860052956553,0.5931868664163644,0.08379026451884493,0.4239162927568311,-0.7116342322325271,0.20392433559186016,0.28416399902629275,-0.7064572941637874,0.23915817739592515,-0.8064687626836237,0.312064201201328,-0.3602378936430337,0.985698328935352,0.3566309819388869,-0.4160535297038027,0.45139290866126364,0.23982452291510645,0.35121879964684316,0.8150751177809965,0.36298065443709177,0.28800317878883686,0.28230460033726085,0.5666664049716583,0.30868144394695823,0.4376242289546222,0.812337653291247,0.3198894981235154,0.7114802801638431,0.33478033656319284,0.230547926480474,0.2441951271604494,0.9072263733907382,1.0,-0.08135584768264104,-0.05205163322816958,0.22005864654222834,0.3669370516986187,0.4033319114636294,0.8994073614368412,0.37034669493696626,0.5657722225138254,0.3420057021991334,0.48297251224033405,0.46092601138226086,0.5134129952811914,0.37267157218556535,0.27768189580917924,0.7620907848040043,0.8379120801724995,0.36727529942464177,0.269062353904044
NV,-0.022598099955703697,-0.04825922035151287,-0.9709463044402208,-0.034488069343714615,0.05789560620326267,-0.016590437185195147,-0.02311840302167323,0.057474432018279814,-0.01945691625228093,0.06561094981769686,-0.025388247620140282,0.029307459204738092,-0.0801923231098983,-0.02901401584553079,0.1955417797814622,-0.03672345272207006,-0.019511127356843454,-0.02857370316734859,-0.09981392623557014,-0.029530598834129396,-0.02343074274566104,-0.022967130065147046,-0.046101625729744015,-0.02511304053620643,-0.03560329011306547,-0.10015028523302066,-0.026024881284613204,-0.05788308130221239,-0.027236338068578416,-0.018756421990294165,-0.01986670157010868,-0.08967535564312949,-0.08135584768264104,1.0,0.6398019897870953,-0.3697007545987482,-0.0298524748871102,-0.03281340955458349,-0.07317204830170172,-0.03012986930306135,-0.04602887875790407,-0.027824163814707387,-0.0392926381407271,-0.03749902637498248,-0.041769149442385106,-0.030319011662379217,-0.02259104601967858,-0.06200054180885894,-0.09709353714758766,-0.029879993317587533,-0.02188979588135026
NY,-0.014458309317066898,-0.030876345206471825,-0.6212133775572801,-0.022065535390023937,0.037041724048777556,-0.010614594722525674,-0.01479120025396653,0.03677225596717857,-0.012448573733330213,0.041978016245183714,-0.01624345134457324,0.018750970714795555,-0.0513072078913626,-0.018563225069684913,0.12510801979068953,-0.02349573812343275,-0.012483258105897873,-0.018281512142055457,-0.06386114861398014,-0.018893735893680465,-0.014991035830863485,-0.014694415515380102,-0.029495911874310173,-0.01606737330466886,-0.02277905585730651,-0.06407635176983177,-0.016650770829868464,-0.037033710592163704,-0.017425863290790485,-0.01200039611067664,-0.012710755195061945,-0.05737447097533968,-0.05205163322816958,0.6398019897870953,1.0,-0.23653527841806976,-0.0190996728328424,-0.020994084724721404,-0.04681562210022622,-0.019277150332123776,-0.02944936821697599,-0.017801955372811883,-0.025139508066421516,-0.02399195168979256,-0.026723984924952537,-0.019398163989968374,-0.014453796194762197,-0.03966807001718595,-0.062120638262493845,-0.019117279179417617,-0.01400513496092126
OH,0.06112538228446509,0.13053589897021076,0.3807633366624652,0.0932864456312673,-0.15660126597820773,0.044875313287367914,0.06253274502175307,-0.15546203599356792,0.052628824827253444,-0.17747042439474375,0.06867242575064586,-0.0792734633083092,0.21691144016444977,0.07847973120049734,-0.5289190713004952,0.09933291253875738,0.05277545992033395,0.07728873369047037,0.26998572492475,0.0798770315364387,0.06337758972413084,0.062123568262862326,0.12469984211901339,0.06792802076766835,0.09630299551784043,0.27089553912790354,0.07039445000013349,0.15656738749434077,0.0736713077530479,0.05073406466441028,0.05373724917513584,0.24256200326249788,0.22005864654222834,-0.3697007545987482,-0.23653527841806976,1.0,0.0807476709629937,0.08875667454397615,0.19792236664790805,0.08149799243921632,0.12450306953758088,0.07526131193566571,0.10628227736070774,0.10143075422088807,0.11298096885877046,0.08200960177991987,0.06110630216104805,0.1677046666462738,0.2626273707581889,0.08082210529977833,0.05920949743558997
OK,0.7569925120500204,0.618585933831282,0.03074575262359234,0.8655884616095727,-0.5156259143794557,0.5557474630808121,0.7744216554606455,-0.5194044349601503,0.6517689513468815,-0.4549922683646056,0.8504570463972655,-0.9817430318781563,0.3722610061588982,0.9719132485748629,-0.15266545553831704,0.8128994600001067,0.6535849181894139,0.9571636279873812,0.2990812606314633,0.9892177766098789,0.784884430328356,0.7693543048607963,0.6475362726275805,0.8412381429403637,0.8384751744096574,0.2980767834824649,0.8717830391962011,0.515737486939369,0.912364491439154,0.6283037524099174,0.6654959645803702,0.33289497067522766,0.3669370516986187,-0.0298524748871102,-0.0190996728328424,0.0807476709629937,1.0,0.9097644923930285,0.40797648255004415,0.9907933747351847,0.6485596801982482,0.9320555136526183,0.7597472783627602,0.7960866660534502,0.714701526979563,0.9846124016025262,0.7567562188766138,0.48148732279053624,0.3074609882811536,0.9990790349186212,0.7332656995484789
OR,0.6886849084705102,0.6799407308194283,0.03379528755042885,0.9514423445267072,-0.5667685633928868,0.5055993086484284,0.704541324278323,-0.5709218586822596,0.5929562491796322,-0.5001209347792878,0.7737156231176825,-0.8931549510570237,0.4091839253692012,0.8842121632397695,-0.16780766540662465,0.8935273543836276,0.5946083513323311,0.8707934821530094,0.3287458052410522,0.8999552084036466,0.7140599853448681,0.6999312286320737,0.7117625254029343,0.765328592093794,0.9216398105449763,0.3276416984558377,0.7931172541311836,0.5668912023404895,0.8300368184315656,0.5716084443798436,0.6054445984060693,0.36591334730990277,0.4033319114636294,-0.03281340955458349,-0.020994084724721404,0.08875667454397615,0.9097644923930285,1.0,0.4484418615601385,0.9182181831163201,0.7128874402344372,0.8479510112602977,0.8351032434386776,0.8750469739255682,0.78558960363426,0.9239823619043622,0.6884699373315502,0.5292439162184056,0.3379566809344401,0.9106031260751382,0.6670990969389409
PA,0.3088351423828892,0.6595308108983268,0.07536158072498929,0.4713284668691247,-0.7912257145590419,0.22673189517382028,0.31594582300541635,-0.7854697709335979,0.2659064042058316,-0.896666846705875,0.3469664743490561,-0.4005280689136661,0.9124570216206886,0.39651774849735927,-0.3742016073673816,0.5018781566787984,0.26664727597067545,0.39050025017113077,0.7330845610562287,0.4035775889772737,0.32021438909365785,0.313878463131842,0.6300442149666029,0.34320537854374084,0.4865695431439421,0.730622465342476,0.3556669778780534,0.7910545439913048,0.37222325602090595,0.25633315488119196,0.2715067027807482,0.8159660787172783,0.8994073614368412,-0.07317204830170172,-0.04681562210022622,0.19792236664790805,0.40797648255004415,0.4484418615601385,1.0,0.4117674713550507,0.6290500242403847,0.38025673000136984,0.536989725621953,0.5124774725502714,0.5708347710885894,0.41435237042112577,0.3087387403251522,0.8473254917399521,0.7536242931440027,0.4083525609996164,0.2991551608763859
RI,0.7500231656633046,0.6243339424797982,0.031031447532448367,0.8736316609312449,-0.5204172005260634,0.5506309044463553,0.7672918454818614,-0.5242308317806169,0.6457683588525891,-0.45922013607147316,0.8426272070672642,-0.9727044916773104,0.3757201205129118,0.9629652075053249,-0.15408404964266223,0.8204530639068668,0.647567606768909,0.9483513811473903,0.30186037599555055,0.9801104192353378,0.7776582935021347,0.7622711480800705,0.6535532928857659,0.8334931785998426,0.8462664323262776,0.3008465650692645,0.8637568594420999,0.5205298098377105,0.90396469346155,0.622519195209002,0.6593689926192319,0.33598828894490995,0.37034669493696626,-0.03012986930306135,-0.019277150332123776,0.08149799243921632,0.9907933747351847,0.9182181831163201,0.4117674713550507,1.0,0.654586210138509,0.9234744278124136,0.7668069829048084,0.8034840425393691,0.7213426585241203,0.9937615921843336,0.7497890479525983,0.48596138717543025,0.31031796953964347,0.9917067019786765,0.7265147970331933
SC,0.4909548215276297,0.9537841353970633,0.047406204181848224,0.7492702467316202,-0.7950323310598679,0.36043539692667925,0.5022586612041541,-0.8008583493833314,0.422711062648681,-0.7015426371024577,0.5515721500337571,-0.6367189467917556,0.5739811115688035,0.6303437456761536,-0.23539153018524234,0.7978350486272473,0.42388882552332446,0.6207777364648909,0.46114686090267243,0.6415667648445251,0.5090443951263427,0.4989721819196635,0.9984220302280358,0.5455931409559704,0.7734989657325008,0.4595980795342542,0.565403329103345,0.7952043623521605,0.591722822792015,0.40749248073033534,0.4316138499614695,0.5132834815964356,0.5657722225138254,-0.04602887875790407,-0.02944936821697599,0.12450306953758088,0.6485596801982482,0.7128874402344372,0.6290500242403847,0.654586210138509,1.0,0.604493625861556,0.8536518638090826,0.814684767191796,0.9074552882783946,0.6586954207997701,0.4908015713026521,0.7423947826102262,0.4740673798703777,0.6491575316171817,0.47556656759950616
SD,0.8121753489590484,0.5765564302954,0.02865674825421869,0.8067764981972899,-0.48059197647954455,0.5962600456091953,0.8308750327818738,-0.4841137674202309,0.6992812571782061,-0.4240780523985424,0.9124532111444974,-0.9493884686601934,0.3469679233082723,0.9589904397530449,-0.14229267957877706,0.7576674237383354,0.7012296034042971,0.9737682109927667,0.2787603380017311,0.9422146828444998,0.8421005174385849,0.8254382851572707,0.6035397531926014,0.9025622729741153,0.7815054093693619,0.2778241095366691,0.9353338148065706,0.48069596829918415,0.9788735521382226,0.6741055046685657,0.7140089349102909,0.3102765928850726,0.3420057021991334,-0.027824163814707387,-0.017801955372811883,0.07526131193566571,0.9320555136526183,0.8479510112602977,0.38025673000136984,0.9234744278124136,0.604493625861556,1.0,0.7081266397805812,0.7419969664404489,0.6661414988372473,0.9177134177243806,0.8119218306117554,0.4487729139607573,0.28657070936053225,0.9311971230706375,0.7867189119185561
TN,0.5751230007709919,0.8141996048532375,0.04046839455594866,0.8777234356266724,-0.6786808311977358,0.4222276225326556,0.5883647450414086,-0.6836542225981463,0.49517968690714353,-0.5988731797040519,0.6461324263647541,-0.7458765965210338,0.48998004568191805,0.7384084454094609,-0.20094241846750405,0.9346140768289605,0.4965593627733545,0.7272024613112383,0.39365887729927407,0.7515555134874163,0.5963138097712739,0.5845148392146633,0.852304826972211,0.639128389553884,0.9061058711698567,0.39233675719749106,0.6623347913521294,0.6788276860310349,0.6931664392457211,0.47735206587854434,0.505608747851336,0.43816540072721216,0.48297251224033405,-0.0392926381407271,-0.025139508066421516,0.10628227736070774,0.7597472783627602,0.8351032434386776,0.536989725621953,0.7668069829048084,0.8536518638090826,0.7081266397805812,1.0,0.9543524728647444,0.940709558736071,0.7716206673064628,0.5749434776756006,0.6337466898573583,0.4046885023974363,0.7604476240707468,0.5570966195487222
TX,0.602631645145327,0.777033406297185,0.03862111241733577,0.919705727792532,-0.6477007295394593,0.44242314505166663,0.6165067538152589,-0.6524470979209654,0.5188645715148923,-0.5715360999829344,0.6770375146880635,-0.7815525371690876,0.46761366825091893,0.7737271777511409,-0.1917698939678848,0.9793174989356564,0.5203102385042275,0.7619852014720991,0.3756893230157212,0.7875030817821651,0.6248360293773624,0.6124727035705011,0.8133992192554876,0.66969846857039,0.9494457204579115,0.3744275544271604,0.694014853195648,0.6478408808127705,0.7263212062153478,0.5001842395248837,0.5297924637148118,0.41816423370778666,0.46092601138226086,-0.03749902637498248,-0.02399195168979256,0.10143075422088807,0.7960866660534502,0.8750469739255682,0.5124774725502714,0.8034840425393691,0.814684767191796,0.7419969664404489,0.9543524728647444,1.0,0.8977684936272718,0.8085279697450113,0.6024435353006985,0.6048177206352161,0.3862154730029234,0.7968205099192123,0.5837430460848995
UT,0.5410237042742448,0.8655164575421014,0.04301901068202351,0.8256828258206752,-0.7214562931725764,0.3971935604788748,0.5534803396837643,-0.7267431443098102,0.46582026476548477,-0.6366185759913958,0.6078229496906548,-0.7016532439848642,0.5208621950650218,0.6946278828481222,-0.2136072888825415,0.8792003958022917,0.46711813904078686,0.6840863064918797,0.4184701575991113,0.7069954554584087,0.5609581008581604,0.5498586964723113,0.9060233512640822,0.6012341853129298,0.8523824542363592,0.4170647077559531,0.6230646693084092,0.7216124038785168,0.6520682951934959,0.4490496512543573,0.47563098208432775,0.4657818097606315,0.5134129952811914,-0.041769149442385106,-0.026723984924952537,0.11298096885877046,0.714701526979563,0.78558960363426,0.5708347710885894,0.7213426585241203,0.9074552882783946,0.6661414988372473,0.940709558736071,0.8977684936272718,1.0,0.7258709374534953,0.5408548251823962,0.6736900714699389,0.4301949508636568,0.7153603488814859,0.5240661151490353
VA,0.7453442152846997,0.6282532424175135,0.031226249612082334,0.8791159447116108,-0.5236841558569018,0.5471958443085096,0.7625051660361102,-0.5275217274480628,0.6417397924756131,-0.4621029225551837,0.8373705549130026,-0.9666363643740968,0.37807872981593277,0.9569578378286088,-0.15505132302806998,0.8256035153295402,0.6435278159496693,0.9424351784792423,0.30375532559277885,0.973996090735764,0.7728069439260331,0.7575157897922307,0.6576560193368167,0.8282935082401607,0.8515789289724361,0.30273515039758175,0.8583683918993208,0.5237974720813692,0.8983253930527728,0.6186356665962078,0.6552555799422679,0.3380974788997352,0.37267157218556535,-0.030319011662379217,-0.019398163989968374,0.08200960177991987,0.9846124016025262,0.9239823619043622,0.41435237042112577,0.9937615921843336,0.6586954207997701,0.9177134177243806,0.7716206673064628,0.8085279697450113,0.7258709374534953,1.0,0.7451115580957496,0.48901204373099677,0.3122660122711629,0.9855200311382039,0.7219825014451842
VT,0.9996878526938574,0.46811875233642014,0.023267039501945464,0.6550394513108851,-0.3902031173205935,0.7343810981901223,0.9771888654462744,-0.39306253626818743,0.8612667264425217,-0.34431822862569245,0.8898229746962645,-0.7708292234362754,0.2817108314560116,0.7786252733834645,-0.1155305328862526,0.6151667216765219,0.8636663986186263,0.7906236684607811,0.2263316039323172,0.7650046701243808,0.9641626074300204,0.983625117966342,0.490027101259104,0.8995743063094335,0.6345213026081615,0.22557145960309322,0.8680556799709661,0.3902875505491639,0.8294450583920847,0.8302591200936797,0.8794060068224914,0.2519203392912265,0.27768189580917924,-0.02259104601967858,-0.014453796194762197,0.06110630216104805,0.7567562188766138,0.6884699373315502,0.3087387403251522,0.7497890479525983,0.4908015713026521,0.8119218306117554,0.5749434776756006,0.6024435353006985,0.5408548251823962,0.7451115580957496,1.0,0.3643685258319898,0.23267301494371265,0.756059272823912,0.9689589345390435
WA,0.36448229799944704,0.7783677197578516,0.06385578844610164,0.5562543219386318,-0.933791939782537,0.26758535814641266,0.3728742095987613,-0.9269988671303449,0.31381848746200525,-0.9449724776295784,0.40948428641816625,-0.4726968240872776,0.773148094536322,0.4679639080409637,-0.3170705609724471,0.5923085774844444,0.31469285247529255,0.460862152712121,0.6211612361839359,0.4762958189166973,0.37791190305877526,0.37043434452479884,0.7435681106121688,0.4050455012736382,0.5742415965142147,0.6190750397225695,0.41975248159677603,0.9335899270148278,0.4392919363921874,0.3025202916470991,0.32042787031370795,0.6913888588922382,0.7620907848040043,-0.06200054180885894,-0.03966807001718595,0.1677046666462738,0.48148732279053624,0.5292439162184056,0.8473254917399521,0.48596138717543025,0.7423947826102262,0.4487729139607573,0.6337466898573583,0.6048177206352161,0.6736900714699389,0.48901204373099677,0.3643685258319898,1.0,0.6385650747754159,0.4819311645647286,0.3530581385697268
WI,0.23274566587633233,0.49703844116994245,0.09999887398877835,0.3552045826828906,-0.5962869198519164,0.17087066423357042,0.23810444753425708,-0.5919491009058145,0.20039352591208331,-0.6757499185343769,0.26148236397597413,-0.301847682819394,0.8259285372207775,0.2988254079303738,-0.4965360203640345,0.3782275710714745,0.20095186487217412,0.29429047500777467,0.9727453954515114,0.30414587522175873,0.24132134263524654,0.23654643491086036,0.47481662615367426,0.25864791080824656,0.3666906280172537,0.9694783886204534,0.26803927479801165,0.5961579215537985,0.2805164882105144,0.19317889265671045,0.2046140469670002,0.9235975769099635,0.8379120801724995,-0.09709353714758766,-0.062120638262493845,0.2626273707581889,0.3074609882811536,0.3379566809344401,0.7536242931440027,0.31031796953964347,0.4740673798703777,0.28657070936053225,0.4046885023974363,0.3862154730029234,0.4301949508636568,0.3122660122711629,0.23267301494371265,0.6385650747754159,1.0,0.3077444101368792,0.22545059665584674
WV,0.756295348379557,0.6191561550299854,0.030774094490028707,0.8663863732062782,-0.5161012255866778,0.5552356390732498,0.7737084401577026,-0.519883229260694,0.6511686949015641,-0.4554116866256397,0.849673805154321,-0.9808388808269095,0.3726041615808906,0.971018150410796,-0.15280618469864324,0.8136488021353792,0.6529829893020456,0.9562821137088389,0.2993569579365907,0.9883067415797419,0.7841615791751055,0.768645756410811,0.6481331806550469,0.8404633919855916,0.8392480925975535,0.2983515548464536,0.870980157458563,0.5162129009957435,0.9115242356010486,0.6277251065934486,0.6648830660351931,0.3332018379330152,0.36727529942464177,-0.029879993317587533,-0.019117279179417617,0.08082210529977833,0.9990790349186212,0.9106031260751382,0.4083525609996164,0.9917067019786765,0.6491575316171817,0.9311971230706375,0.7604476240707468,0.7968205099192123,0.7153603488814859,0.9855200311382039,0.756059272823912,0.4819311645647286,0.3077444101368792,1.0,0.7325903874438219
WY,0.9686564766178642,0.45358784750164405,0.022544805805682914,0.634706328823235,-0.37809079681277563,0.7579073498501612,0.9468558819062388,-0.38086145634963703,0.8888578202256285,-0.33363022395152175,0.8622019214900546,-0.7469018630523716,0.27296622709572504,0.7544559153028132,-0.11194434205219124,0.5960712911995589,0.8913343670539481,0.7660818674131085,0.21930602979877084,0.7412581100811124,0.9342339728177785,0.9530923462905077,0.47481613793127736,0.8716505613802878,0.6148250853175302,0.2185694811594301,0.8411103067852322,0.37817260914397094,0.8036982000382691,0.8568568702951829,0.907578201176137,0.24410046354834114,0.269062353904044,-0.02188979588135026,-0.01400513496092126,0.05920949743558997,0.7332656995484789,0.6670990969389409,0.2991551608763859,0.7265147970331933,0.47556656759950616,0.7867189119185561,0.5570966195487222,0.5837430460848995,0.5240661151490353,0.7219825014451842,0.9689589345390435,0.3530581385697268,0.22545059665584674,0.7325903874438219,1.0
