geographic_unit_fips,baseline_dem,baseline_gop,baseline_turnout
48425,0.15075853203200468,0.82961204601092,0.5425625920471281
48427,0.7132591323991597,0.2757866053318708,0.32923392262362283
48429,0.11050555691987006,0.8766514251736707,0.4211721299843905
48431,0.08326694849108968,0.9055654085477759,0.6455026455026455
48433,0.18615120188678558,0.8007563016739936,0.5980392156862745
48435,0.22062738034144022,0.7681607051190804,0.4901880621422731
48437,0.21572070435250462,0.7654156954553624,0.38088502727823803
48439,0.4441119042166267,0.5309015959104568,0.46209991317547416
48441,0.23215298743023596,0.7425192597329064,0.4121941834089436
48443,0.3024731652849736,0.6815856070118198,0.5810983397190294
48445,0.22913603960955564,0.7514092212487098,0.34764267990074443
48447,0.1050354265733227,0.8860439347957152,0.5832635983263599
48449,0.2746675648892846,0.707880837484184,0.42734676382340336
48451,0.25098218314193965,0.7264422497441645,0.3992419092825789
48453,0.6609503052633786,0.3007144256312753,0.5588289074173933
48455,0.20097638696451364,0.7884488675258928,0.45666578319639545
48457,0.16388212133368915,0.8251612052085069,0.42002478022302203
48459,0.16315435023869082,0.8215931687926346,0.4559479251423922
48461,0.1846039563993123,0.7970579894962162,0.42778947368421055
48463,0.416763176635032,0.568702600933656,0.4385089033116991
48465,0.48404274993738083,0.4921834405188197,0.3871176510661489
48467,0.13609459746136426,0.8492947773864647,0.42712324203412416
48469,0.2896680099804461,0.691756504438833,0.4161416417567257
48471,0.3189476285206817,0.6593208498579917,0.30992145730656034
48473,0.36531395002097267,0.6192278192055736,0.4526861194436869
48475,0.22761200674614493,0.7547378540740248,0.3669885864793679
48477,0.22754142092512306,0.754483267833956,0.513181956720512
48479,0.6917648299117547,0.2905107528770182,0.3529721654915602
48481,0.2816085700487826,0.7065516749583114,0.4555590840125613
48483,0.08355767577107526,0.9087628604703913,0.5102269543289437
48485,0.256634089138855,0.7199988862739624,0.34608713396592183
48487,0.21262817174457416,0.7700781798848367,0.3645086461408688
48489,0.6191787574620882,0.3700210537557109,0.2843493473287579
48491,0.43060952406969616,0.5317212233265542,0.5351914704850723
48493,0.24895062940734208,0.7361030694180263,0.47857586980616906
48495,0.2046135634309422,0.7809717219623571,0.2986025482942869
48497,0.14609109774730977,0.837051711778449,0.48600016816614816
48499,0.15150462533521425,0.836124785110372,0.48070734971666146
48501,0.17421846934890325,0.8068882309803409,0.40665950590762623
48503,0.12208787511337311,0.8608130537482148,0.4958498177022729
48505,0.6092784834449234,0.38270479053719036,0.30031860368472085
48507,0.7483761081538545,0.24105141679466308,0.35237388724035607
49001,0.12157924879919127,0.8252862953194574,0.5866602916567057
49003,0.12650461797207918,0.7891594257163224,0.530026816913617
49005,0.20023902410147665,0.6938044951942118,0.5476284656046604
49007,0.2534615964740025,0.6930055150714801,0.5339000270929287
49009,0.18958580586393312,0.7514306312142623,1.0602272727272726
49011,0.2303358806236874,0.6666206411893767,0.5994320397182293
49013,0.09100107885928083,0.8568515003494172,0.5365247124650295
49015,0.11108111653669399,0.8439998463198259,0.6094399083225899
49017,0.15963420627392674,0.7872941524961471,0.6309041835357625
49019,0.4612928478250006,0.472746208238617,0.6277110098079846
49021,0.15161900656063074,0.7714722786477467,0.47320316308292265
49023,0.11071901537942723,0.8211610403897021,0.5527507659517783
49025,0.2232816648618289,0.7185960663548483,0.5833613728129206
49027,0.09234479775700109,0.8475207222015155,0.6140174775625885
49029,0.1204853788159641,0.7969382023408893,0.6745202976112779
49031,0.0818410582524648,0.8834991689066589,0.4880300957592339
49033,0.10342915333892803,0.8406794637579077,0.7262916939175932
49035,0.4356913021926146,0.4796499890020883,0.5480130544052663
49037,0.38941100330267614,0.5511407554913019,0.5137679788039364
49039,0.11236439217667193,0.8135044092280775,0.46621839451020125
49041,0.09584194896852197,0.8530397843990644,0.5730566138627097
49043,0.5042998354990287,0.4374226501605034,0.6924570727718724
49045,0.24156635106883959,0.6644852526070382,0.4732982571522526
49047,0.09565486535872594,0.8470927335050356,0.5391175222740772
49049,0.15585556421314037,0.7403826822028886,0.5106713098203213
49051,0.2664385779847653,0.6568662781981225,0.5573938098336276
49053,0.17739363601773858,0.7639902014886332,0.49830504321118757
49055,0.19108920368585827,0.7604701543423991,0.7531948881789138
49057,0.2962303741827137,0.6173538132250836,0.48139068675181856
5000100325,0.39980702871762225,0.5483840845480537,0.6847014925373134
5000108575,0.421582140778826,0.5320498627993344,0.6610995128740432
5000109025,0.5596727961602961,0.38580931678492053,0.5893273923191173
5000116000,0.6556313597049827,0.3072122615939372,0.8582646250490773
5000128600,0.6073495591628214,0.3348215799641105,0.7916666666666666
5000129575,0.6468887398462313,0.272863206858462,0.47409909909909914
5000131525,0.4902604473450389,0.4381689155152852,0.4412050534499514
5000139325,0.44724818207705536,0.5004446571452165,0.4881331916400992
5000140075,0.6437721042332744,0.30405215155424087,0.7670286278381047
5000144350,0.7028082002175404,0.2559022669993984,0.4984488586377737
5000145550,0.5553422658920296,0.39868116199297554,0.7459103462927554
5000148700,0.5219693985665417,0.43250063328025556,0.7402135231316725
5000153725,0.4042684014306579,0.5367561921380652,0.7661870503597122
5000153950,0.49801565760329236,0.46233845380852856,0.6586666666666666
5000159650,0.7048303892003503,0.24498904000065488,0.9317738791423003
5000162575,0.5019476742374186,0.44850748693041864,0.5422222222222222
5000165050,0.5237287491725557,0.42746230020005593,0.6663093962129332
5000170075,0.5695726507355655,0.37111645962422324,0.6008146639511202
5000174650,0.5791781984171832,0.3731002978157524,0.5530966651298601
5000176075,0.5374671839460878,0.4077095939725005,0.6748566748566749
5000183275,0.7101572977458963,0.2599474704484123,0.9066447007138935
5000183800,0.48334600004343664,0.45621057397432274,0.6127292340884574
5000301450,0.5312382520051897,0.40852067287554517,0.6460927630391625
5000304825,0.5798733095996933,0.3526580460470943,0.45666343460461106
5000317725,0.5613535795559067,0.397436911242363,0.8972746331236898
5000339025,0.6315006124468521,0.3320116534755717,0.7006802721088435
5000342850,0.5678146624481827,0.3874985634241085,0.6624117590175032
5000355000,0.6397505330705182,0.3277696179589043,0.6426512968299712
5000357025,0.5075943261567122,0.4177894694242083,0.551787688905271
5000358600,0.4811432073233012,0.43564864332791653,0.6406533575317604
5000361000,0.5347437784469702,0.4146729898340171,0.6993827160493827
5000362875,0.4941679773093362,0.441771856952452,0.6005747126436782
5000363175,0.3608289459582563,0.5495431213103628,0.5457875457875458
5000363550,0.5288712609881754,0.4145158177083414,0.6650038372985418
5000369775,0.4583502973424732,0.4820612668847278,0.5948076031525267
5000371425,0.5316218348722741,0.4165526809821656,0.6521739130434783
5000385075,0.5495814955968332,0.3917948360696359,0.8658465143526655
5000385675,0.5442561090164675,0.39174585728598843,0.7614678899082569
5000502875,0.5002860669061902,0.44984210962041005,0.7010335917312661
5000510450,0.468561991947153,0.48230052167639426,0.7673884514435696
5000517125,0.46985308082508986,0.48825466277040214,0.7253777012813157
5000530550,0.3618149834242262,0.5666223738978791,0.5133928571428572
5000531825,0.5019578071673126,0.43572704747538543,0.5728297467427903
5000537900,0.49403272094934475,0.45020893004847085,0.44696969696969696
5000541725,0.41139745518240495,0.5251407338410211,0.4110446911471677
5000547725,0.42798795022720715,0.4922117141995738,0.6101573676680974
5000554400,0.5867722279646352,0.36241349940749423,0.7523035230352303
